hour,day,temp,PV_kW
1617,68, 28.50 ,0.39256
1618,68, 29.60 ,0.58021
1619,68, 30.70 ,0.65621
1620,68, 31.90 ,0.63929
1621,68, 33.00 ,0.75942
1622,68, 31.80 ,0.75556
1623,68, 30.70 ,0.5086
1624,68, 30.00 ,0.3611
1625,68, 29.70 ,0.18044
1626,68, 29.30 ,0.05797
1627,68, 29.00 ,0.00088
1628,68, 28.50 ,0
1629,68, 27.90 ,0
1630,68, 27.40 ,0
1631,68, 26.80 ,0
1632,68, 26.30 ,0
1633,69, 25.70 ,0
1634,69, 25.20 ,0
1635,69, 24.60 ,0
1636,69, 24.10 ,0
1637,69, 23.50 ,0
1638,69, 23.00 ,0
1639,69, 23.80 ,0.02695
1640,69, 24.70 ,0.13765
1641,69, 25.50 ,0.28248
1642,69, 27.30 ,0.41025
1643,69, 29.20 ,0.6143
1644,69, 31.00 ,0.63784
1645,69, 32.00 ,0.51022
1646,69, 32.00 ,0.5541
1647,69, 32.00 ,0.51833
1648,69, 32.00 ,0.35075
1649,69, 30.20 ,0.19442
1650,69, 28.50 ,0.06293
1651,69, 26.70 ,0.00089
1652,69, 26.50 ,0
1653,69, 26.30 ,0
1654,69, 26.10 ,0
1655,69, 25.90 ,0
1656,69, 25.70 ,0
1657,70, 24.90 ,0
1658,70, 24.00 ,0
1659,70, 23.20 ,0
1660,70, 22.40 ,0
1661,70, 22.40 ,0
1662,70, 22.30 ,0
1663,70, 22.90 ,0.02793
1664,70, 23.60 ,0.17649
1665,70, 24.20 ,0.30321
1666,70, 26.20 ,0.54107
1667,70, 28.30 ,0.63993
1668,70, 30.30 ,0.70817
1669,70, 31.00 ,0.72445
1670,70, 31.70 ,0.73073
1671,70, 32.40 ,0.56323
1672,70, 31.50 ,0.4328
1673,70, 30.60 ,0.23345
1674,70, 29.70 ,0.06527
1675,70, 29.20 ,0.00088
1676,70, 28.60 ,0
1677,70, 28.10 ,0
1678,70, 27.40 ,0
1679,70, 26.80 ,0
1680,70, 26.10 ,0
1681,71, 26.00 ,0
1682,71, 26.00 ,0
1683,71, 25.90 ,0
1684,71, 25.80 ,0
1685,71, 25.80 ,0
1686,71, 25.70 ,0
1687,71, 26.70 ,0.03277
1688,71, 27.70 ,0.15683
1689,71, 28.70 ,0.32232
1690,71, 29.90 ,0.52213
1691,71, 31.00 ,0.63777
1692,71, 32.20 ,0.66041
1693,71, 31.60 ,0.57253
1694,71, 31.10 ,0.64706
1695,71, 30.50 ,0.4817
1696,71, 30.00 ,0.30405
1697,71, 29.40 ,0.22203
1698,71, 28.90 ,0.07053
1699,71, 28.70 ,0.00088
1700,71, 28.40 ,0
1701,71, 28.20 ,0
1702,71, 28.00 ,0
1703,71, 27.80 ,0
1704,71, 27.70 ,0
1705,72, 27.50 ,0
1706,72, 26.90 ,0
1707,72, 26.30 ,0
1708,72, 25.70 ,0
1709,72, 25.10 ,0
1710,72, 24.50 ,0
1711,72, 25.80 ,0.03122
1712,72, 27.20 ,0.17309
1713,72, 28.50 ,0.38042
1714,72, 29.50 ,0.57906
1715,72, 30.60 ,0.69318
1716,72, 31.60 ,0.78338
1717,72, 32.10 ,0.79891
1718,72, 32.50 ,0.74837
1719,72, 33.00 ,0.61972
1720,72, 32.00 ,0.45189
1721,72, 31.00 ,0.24037
1722,72, 30.40 ,0.064
1723,72, 29.80 ,0.00088
1724,72, 29.20 ,0
1725,72, 28.60 ,0
1726,72, 28.00 ,0
1727,72, 27.70 ,0
1728,72, 27.40 ,0
1729,73, 27.10 ,0
1730,73, 26.70 ,0
1731,73, 26.40 ,0
1732,73, 26.10 ,0
1733,73, 25.80 ,0
1734,73, 25.50 ,0
1735,73, 24.00 ,0.02958
1736,73, 24.50 ,0.18975
1737,73, 25.00 ,0.33209
1738,73, 29.00 ,0.50147
1739,73, 31.00 ,0.62545
1740,73, 31.00 ,0.70671
1741,73, 32.00 ,0.70166
1742,73, 33.00 ,0.68894
1743,73, 32.00 ,0.36249
1744,73, 30.50 ,0.36423
1745,73, 29.00 ,0.17124
1746,73, 28.60 ,0.06105
1747,73, 28.20 ,0.00089
1748,73, 27.90 ,0
1749,73, 27.70 ,0
1750,73, 27.40 ,0
1751,73, 27.20 ,0
1752,73, 26.90 ,0
1753,74, 26.70 ,0
1754,74, 26.40 ,0
1755,74, 26.20 ,0
1756,74, 25.90 ,0
1757,74, 25.70 ,0
1758,74, 25.40 ,0
1759,74, 25.00 ,0.03408
1760,74, 26.00 ,0.14934
1761,74, 29.00 ,0.20383
1762,74, 30.10 ,0.5045
1763,74, 31.10 ,0.64693
1764,74, 32.20 ,0.53832
1765,74, 32.10 ,0.75676
1766,74, 32.10 ,0.67285
1767,74, 32.00 ,0.59027
1768,74, 32.00 ,0.40819
1769,74, 30.00 ,0.20256
1770,74, 29.40 ,0.06485
1771,74, 28.70 ,0.00088
1772,74, 28.00 ,0
1773,74, 27.70 ,0
1774,74, 27.30 ,0
1775,74, 27.00 ,0
1776,74, 26.40 ,0
1777,75, 25.90 ,0
1778,75, 25.30 ,0
1779,75, 24.70 ,0
1780,75, 24.10 ,0
1781,75, 23.60 ,0
1782,75, 23.00 ,0
1783,75, 24.20 ,0.03139
1784,75, 25.40 ,0.13277
1785,75, 26.60 ,0.34257
1786,75, 27.80 ,0.36143
1787,75, 29.00 ,0.59329
1788,75, 29.40 ,0.7837
1789,75, 29.40 ,0.72038
1790,75, 29.50 ,0.7312
1791,75, 29.50 ,0.54993
1792,75, 29.00 ,0.35408
1793,75, 28.00 ,0.17695
1794,75, 27.00 ,0.05886
1795,75, 26.00 ,0.0009
1796,75, 25.80 ,0
1797,75, 25.70 ,0
1798,75, 25.50 ,0
1799,75, 25.30 ,0
1800,75, 25.10 ,0
1801,76, 25.40 ,0
1802,76, 25.70 ,0
1803,76, 26.00 ,0
1804,76, 26.30 ,0
1805,76, 25.90 ,0
1806,76, 25.60 ,0
1807,76, 26.50 ,0.03186
1808,76, 27.50 ,0.1477
1809,76, 28.40 ,0.27981
1810,76, 29.90 ,0.50203
1811,76, 31.50 ,0.64701
1812,76, 33.00 ,0.71386
1813,76, 32.80 ,0.72834
1814,76, 32.70 ,0.66797
1815,76, 32.50 ,0.56284
1816,76, 31.40 ,0.39248
1817,76, 30.30 ,0.19779
1818,76, 29.20 ,0.07218
1819,76, 28.90 ,0.00088
1820,76, 28.50 ,0
1821,76, 28.20 ,0
1822,76, 28.00 ,0
1823,76, 27.90 ,0
1824,76, 27.70 ,0
1825,77, 27.50 ,0
1826,77, 27.40 ,0
1827,77, 27.20 ,0
1828,77, 26.90 ,0
1829,77, 26.50 ,0
1830,77, 26.20 ,0
1831,77, 27.10 ,0.03173
1832,77, 28.10 ,0.19447
1833,77, 29.00 ,0.3151
1834,77, 29.90 ,0.47421
1835,77, 30.80 ,0.59487
1836,77, 31.70 ,0.6695
1837,77, 31.40 ,0.66322
1838,77, 31.00 ,0.60569
1839,77, 30.70 ,0.51377
1840,77, 30.10 ,0.36683
1841,77, 29.50 ,0.19551
1842,77, 28.90 ,0.06263
1843,77, 28.70 ,0.00088
1844,77, 28.40 ,0
1845,77, 28.20 ,0
1846,77, 28.00 ,0
1847,77, 27.90 ,0
1848,77, 27.70 ,0
1849,78, 27.60 ,0
1850,78, 27.50 ,0
1851,78, 27.40 ,0
1852,78, 27.30 ,0
1853,78, 27.20 ,0
1854,78, 27.10 ,0
1855,78, 27.00 ,0.03304
1856,78, 28.20 ,0.19245
1857,78, 29.50 ,0.36201
1858,78, 30.70 ,0.57632
1859,78, 32.00 ,0.63853
1860,78, 33.00 ,0.77132
1861,78, 33.00 ,0.74875
1862,78, 33.00 ,0.73199
1863,78, 33.00 ,0.59819
1864,78, 32.00 ,0.44097
1865,78, 31.00 ,0.21065
1866,78, 30.00 ,0.05664
1867,78, 29.00 ,0.00088
1868,78, 28.70 ,0
1869,78, 28.40 ,0
1870,78, 28.10 ,0
1871,78, 27.80 ,0
1872,78, 27.50 ,0
1873,79, 27.20 ,0
1874,79, 26.90 ,0
1875,79, 26.60 ,0
1876,79, 26.30 ,0
1877,79, 26.00 ,0
1878,79, 25.70 ,0
1879,79, 26.80 ,0.03355
1880,79, 27.90 ,0.1472
1881,79, 29.00 ,0.33573
1882,79, 29.00 ,0.46471
1883,79, 29.00 ,0.64488
1884,79, 29.00 ,0.75609
1885,79, 29.00 ,0.76153
1886,79, 29.00 ,0.69852
1887,79, 29.00 ,0.6015
1888,79, 29.00 ,0.40724
1889,79, 29.00 ,0.19545
1890,79, 29.00 ,0.06149
1891,79, 29.00 ,0.00088
1892,79, 28.70 ,0
1893,79, 28.50 ,0
1894,79, 28.20 ,0
1895,79, 27.90 ,0
1896,79, 27.60 ,0
1897,80, 27.40 ,0
1898,80, 27.10 ,0
1899,80, 26.80 ,0
1900,80, 26.50 ,0
1901,80, 26.30 ,0
1902,80, 26.00 ,0
1903,80, 27.20 ,0.03323
1904,80, 28.50 ,0.17452
1905,80, 29.70 ,0.24887
1906,80, 31.00 ,0.54289
1907,80, 31.80 ,0.68813
1908,80, 32.70 ,0.73402
1909,80, 33.30 ,0.49342
1910,80, 33.90 ,0.66782
1911,80, 34.50 ,0.5671
1912,80, 34.00 ,0.31836
1913,80, 33.00 ,0.21222
1914,80, 31.00 ,0.05415
1915,80, 30.50 ,0.00088
1916,80, 30.00 ,0
1917,80, 29.10 ,0
1918,80, 28.20 ,0
1919,80, 27.40 ,0
1920,80, 26.50 ,0
1921,81, 25.60 ,0
1922,81, 24.70 ,0
1923,81, 23.90 ,0
1924,81, 23.00 ,0
1925,81, 23.00 ,0
1926,81, 23.00 ,0
1927,81, 24.00 ,0.03406
1928,81, 25.00 ,0.16248
1929,81, 26.00 ,0.311
1930,81, 27.10 ,0.43412
1931,81, 28.10 ,0.40633
1932,81, 29.10 ,0.59704
1933,81, 29.00 ,0.67618
1934,81, 29.70 ,0.57277
1935,81, 30.50 ,0.44972
1936,81, 29.20 ,0.35204
1937,81, 28.00 ,0.174
1938,81, 27.00 ,0.05693
1939,81, 27.00 ,0.00089
1940,81, 27.00 ,0
1941,81, 26.50 ,0
1942,81, 26.00 ,0
1943,81, 25.70 ,0
1944,81, 25.40 ,0
1945,82, 25.10 ,0
1946,82, 24.90 ,0
1947,82, 24.60 ,0
1948,82, 24.30 ,0
1949,82, 24.00 ,0
1950,82, 24.10 ,0
1951,82, 25.00 ,0.03565
1952,82, 27.00 ,0.15588
1953,82, 28.70 ,0.34837
1954,82, 30.00 ,0.51002
1955,82, 30.40 ,0.66823
1956,82, 30.80 ,0.72204
1957,82, 31.20 ,0.72109
1958,82, 31.60 ,0.69495
1959,82, 32.00 ,0.50875
1960,82, 31.00 ,0.37009
1961,82, 30.00 ,0.18573
1962,82, 38.80 ,0.05462
1963,82, 47.60 ,0.0008
1964,82, 45.80 ,0
1965,82, 44.00 ,0
1966,82, 42.20 ,0
1967,82, 40.40 ,0
1968,82, 38.60 ,0
1969,83, 36.80 ,0
1970,83, 35.00 ,0
1971,83, 33.20 ,0
1972,83, 31.40 ,0
1973,83, 29.60 ,0
1974,83, 27.80 ,0
1975,83, 26.00 ,0.03545
1976,83, 27.50 ,0.16076
1977,83, 29.00 ,0.3247
1978,83, 30.20 ,0.51563
1979,83, 31.30 ,0.54218
1980,83, 32.50 ,0.72901
1981,83, 32.30 ,0.72757
1982,83, 32.20 ,0.69539
1983,83, 32.00 ,0.60036
1984,83, 31.00 ,0.34984
1985,83, 30.00 ,0.20783
1986,83, 29.00 ,0.05884
1987,83, 28.70 ,0.00088
1988,83, 28.30 ,0
1989,83, 28.00 ,0
1990,83, 27.80 ,0
1991,83, 27.60 ,0
1992,83, 27.40 ,0
1993,84, 27.20 ,0
1994,84, 27.00 ,0
1995,84, 26.80 ,0
1996,84, 26.60 ,0
1997,84, 26.40 ,0
1998,84, 26.20 ,0
1999,84, 27.10 ,0.03692
2000,84, 28.00 ,0.17019
2001,84, 29.00 ,0.37042
2002,84, 30.00 ,0.55151
2003,84, 31.30 ,0.68471
2004,84, 32.70 ,0.74397
2005,84, 32.00 ,0.7396
2006,84, 30.00 ,0.67897
2007,84, 28.00 ,0.53046
2008,84, 26.00 ,0.40355
2009,84, 26.10 ,0.18568
2010,84, 26.20 ,0.05906
2011,84, 26.60 ,0.00089
2012,84, 27.10 ,0
2013,84, 27.50 ,0
2014,84, 28.00 ,0
2015,84, 27.20 ,0
2016,84, 26.50 ,0
2017,85, 25.70 ,0
2018,85, 25.00 ,0
2019,85, 24.70 ,0
2020,85, 24.50 ,0
2021,85, 24.20 ,0
2022,85, 24.00 ,0
2023,85, 24.00 ,0.03744
2024,85, 27.00 ,0.156
2025,85, 28.00 ,0.32594
2026,85, 30.00 ,0.50292
2027,85, 30.80 ,0.57776
2028,85, 31.70 ,0.57321
2029,85, 31.80 ,0.55402
2030,85, 32.00 ,0.63816
2031,85, 30.80 ,0.44971
2032,85, 29.60 ,0.33898
2033,85, 28.40 ,0.22339
2034,85, 27.20 ,0.05674
2035,85, 26.00 ,0.0009
2036,85, 25.90 ,0
2037,85, 25.80 ,0
2038,85, 25.70 ,0
2039,85, 25.60 ,0
2040,85, 25.50 ,0
2041,86, 25.50 ,0
2042,86, 25.40 ,0
2043,86, 25.30 ,0
2044,86, 25.20 ,0
2045,86, 25.10 ,0
2046,86, 25.00 ,0
2047,86, 25.00 ,0.03734
2048,86, 26.50 ,0.15806
2049,86, 28.00 ,0.36111
2050,86, 29.40 ,0.51374
2051,86, 30.90 ,0.64287
2052,86, 32.40 ,0.69151
2053,86, 32.10 ,0.7438
2054,86, 31.80 ,0.39548
2055,86, 31.50 ,0.30445
2056,86, 30.90 ,0.28158
2057,86, 30.30 ,0.17771
2058,86, 29.60 ,0.05664
2059,86, 29.00 ,0
2060,86, 28.40 ,0
2061,86, 27.80 ,0
2062,86, 27.60 ,0
2063,86, 27.30 ,0
2064,86, 27.10 ,0
2065,87, 26.80 ,0
2066,87, 26.60 ,0
2067,87, 26.30 ,0
2068,87, 26.10 ,0
2069,87, 25.80 ,0
2070,87, 25.60 ,0
2071,87, 26.00 ,0.03882
2072,87, 26.00 ,0.1517
2073,87, 26.00 ,0.3375
2074,87, 26.00 ,0.41739
2075,87, 26.00 ,0.51939
2076,87, 26.00 ,0.66163
2077,87, 26.00 ,0.58262
2078,87, 26.00 ,0.53729
2079,87, 27.50 ,0.49185
2080,87, 27.00 ,0.34361
2081,87, 27.00 ,0.1712
2082,87, 26.40 ,0.05568
2083,87, 25.80 ,0
2084,87, 25.70 ,0
2085,87, 25.70 ,0
2086,87, 25.60 ,0
2087,87, 25.50 ,0
2088,87, 25.50 ,0
2089,88, 25.40 ,0
2090,88, 25.30 ,0
2091,88, 25.30 ,0
2092,88, 25.20 ,0
2093,88, 25.10 ,0
2094,88, 25.10 ,0
2095,88, 25.00 ,0.03816
2096,88, 26.00 ,0.15087
2097,88, 28.00 ,0.39149
2098,88, 30.00 ,0.5614
2099,88, 32.00 ,0.67266
2100,88, 32.90 ,0.7421
2101,88, 32.40 ,0.72364
2102,88, 31.80 ,0.69104
2103,88, 31.30 ,0.59373
2104,88, 30.30 ,0.4198
2105,88, 29.20 ,0.21945
2106,88, 28.20 ,0.05868
2107,88, 28.10 ,0
2108,88, 28.10 ,0
2109,88, 28.00 ,0
2110,88, 28.00 ,0
2111,88, 27.70 ,0
2112,88, 27.30 ,0
2113,89, 27.00 ,0
2114,89, 26.60 ,0
2115,89, 26.30 ,0
2116,89, 26.00 ,0
2117,89, 25.60 ,0
2118,89, 25.30 ,0
2119,89, 26.00 ,0.03812
2120,89, 27.20 ,0.14302
2121,89, 28.30 ,0.29337
2122,89, 29.50 ,0.4123
2123,89, 30.70 ,0.5289
2124,89, 31.80 ,0.63503
2125,89, 33.00 ,0.67717
2126,89, 33.00 ,0.69171
2127,89, 32.00 ,0.52996
2128,89, 31.00 ,0.38665
2129,89, 29.80 ,0.14455
2130,89, 28.60 ,0.05397
2131,89, 28.80 ,0
2132,89, 29.00 ,0
2133,89, 28.60 ,0
2134,89, 28.20 ,0
2135,89, 27.80 ,0
2136,89, 27.40 ,0
2137,90, 27.00 ,0
2138,90, 27.00 ,0
2139,90, 26.50 ,0
2140,90, 26.00 ,0
2141,90, 25.50 ,0
2142,90, 25.00 ,0
2143,90, 26.70 ,0.04145
2144,90, 28.30 ,0.15935
2145,90, 30.00 ,0.26617
2146,90, 30.30 ,0.42271
2147,90, 30.60 ,0.66742
2148,90, 30.90 ,0.61661
2149,90, 31.10 ,0.7432
2150,90, 31.40 ,0.61972
2151,90, 31.70 ,0.4193
2152,90, 32.00 ,0.40495
2153,90, 30.50 ,0.21897
2154,90, 29.00 ,0.05675
2155,90, 27.50 ,0
2156,90, 27.50 ,0
2157,90, 27.60 ,0
2158,90, 27.60 ,0
2159,90, 27.60 ,0
2160,90, 27.60 ,0
2161,91, 27.50 ,0
2162,91, 27.50 ,0
2163,91, 27.50 ,0
2164,91, 27.50 ,0
2165,91, 27.10 ,0
2166,91, 26.80 ,0
2167,91, 27.40 ,0.04193
2168,91, 27.90 ,0.16457
2169,91, 28.50 ,0.34147
2170,91, 29.00 ,0.48613
2171,91, 29.60 ,0.57937
2172,91, 30.10 ,0.6646
2173,91, 30.70 ,0.66227
2174,91, 31.20 ,0.64819
2175,91, 31.80 ,0.50939
2176,91, 30.80 ,0.35576
2177,91, 29.80 ,0.18815
2178,91, 28.80 ,0.06049
2179,91, 27.80 ,0
2180,91, 27.80 ,0
2181,91, 27.80 ,0
2182,91, 27.80 ,0
2183,91, 27.80 ,0
2184,91, 27.80 ,0
2185,92, 27.70 ,0
2186,92, 27.60 ,0
2187,92, 27.50 ,0
2188,92, 27.40 ,0
2189,92, 27.20 ,0
2190,92, 27.00 ,0
2191,92, 27.00 ,0.04037
2192,92, 28.00 ,0.13985
2193,92, 29.00 ,0.24502
2194,92, 30.00 ,0.4458
2195,92, 30.00 ,0.68348
2196,92, 30.00 ,0.68324
